net_profit_to_total_operate_revenue_ttm,cfo_to_ev,accounts_payable_turnover_days,net_profit_ratio,net_non_operating_income_to_total_profit,fixed_asset_ratio,account_receivable_turnover_days,DEGM,sale_expense_to_operating_revenue,operating_tax_to_operating_revenue_ratio_ttm,inventory_turnover_days,OperatingCycle,net_operate_cash_flow_to_operate_income,quick_ratio,intangible_asset_ratio,MLEV,debt_to_equity_ratio,super_quick_ratio,inventory_turnover_rate,operating_profit_growth_rate,current_ratio,net_operate_cash_flow_to_net_debt,net_operate_cash_flow_to_asset,total_asset_turnover_rate,operating_profit_to_total_profit,roa_ttm,admin_expense_rate,equity_to_fixed_asset_ratio,net_operate_cash_flow_to_total_liability,cash_rate_of_sales,goods_service_cash_to_operating_revenue_ttm,date,stkcd,flag
0.03884,0.036954,167.68,0.039095,-0.167826,0.161528,696.333,0.085843,0.106846,0.023928,589.657,763.741,20.4965,0.878859,0.056297,0.441125,3.60708,0.720265,0.610524,-0.000921,1.65826,0.025469,0.029545,0.298072,0.978678,0.011653,0.123435,2.17512,0.01971,0.09912,0.803137,2018-10-25,000009.XSHE,True
-1.86046,-0.018229,488.933,-1.86046,0.0,0.021911,795.523,-1.87434,0.059293,0.004525,976.841,,0.07672,0.456041,0.004347,0.005245,1.44869,0.342036,0.368535,44.8125,1.55031,0.019187,-0.033976,0.223441,1.00211,-0.415702,0.21226,18.8951,0.018436,-0.152058,0.973412,2018-10-25,000010.XSHE,True
0.141584,-0.015783,,0.141584,-0.003077,0.006589,248.109,-0.532259,0.012277,0.047255,286.696,,-0.196881,1.3197,0.0,0.010837,0.627256,1.29889,1.25569,-0.518457,2.16207,0.356111,-0.015505,0.524474,0.982561,0.074257,0.053169,93.2812,-0.072702,-0.029564,0.503015,2018-10-25,000011.XSHE,True
0.21748,0.009241,,0.21748,0.011641,0.002796,637.471,,,0.009981,,,0.646347,,0.003666,0.0,13.2501,,,0.05302,,-0.006356,0.008322,0.033596,1.00141,0.007307,0.319037,25.094,-0.006021,0.247716,,2018-10-24,000001.XSHE,True
0.145767,0.045834,500.944,0.145767,0.005329,0.007335,1060.64,0.104745,0.024968,0.079064,1259.44,,1.09641,0.521951,0.003622,0.407369,8.4465,0.401287,0.285841,0.327239,1.18049,0.023749,0.041793,0.207457,0.999372,0.03024,0.037999,20.8561,0.020624,0.201453,1.42465,2018-10-24,000002.XSHE,True
0.049455,0.018774,,0.049455,0.0,0.109752,94.6363,1.41983,0.703953,0.021113,90.5059,,-5.56278,1.69087,0.074177,0.007333,0.864893,1.5997,3.97764,-0.691931,1.83253,0.399955,0.077269,0.8235,1.19225,0.040727,0.074789,5.87305,-0.038636,0.09383,1.08394,2018-10-24,000004.XSHE,True
0.078013,0.016965,270.678,0.078013,0.0,0.074006,1037.65,0.201961,0.030281,0.011373,459.407,,6.51384,0.521779,0.088325,0.041572,1.09564,0.49627,0.783618,-4.842,0.880872,-0.038385,0.025819,0.209361,1.11231,0.016333,0.188808,6.65113,-0.037852,0.123322,0.827022,2018-10-24,000005.XSHE,True
0.469195,-0.010369,,0.469195,0.0,0.000219,883.352,0.184589,0.019345,0.033723,1797.43,,-0.269308,0.53346,0.0,0.198652,1.07708,0.481521,0.200285,-0.011321,2.0726,0.030714,-0.009411,0.177394,0.996817,0.083232,0.057501,2227.65,0.020795,-0.053054,0.728114,2018-10-24,000006.XSHE,True
-0.492332,-0.000116,,-0.492332,0.0,0.160535,115.47,0.108325,,0.018766,3.96241,,-0.083644,3.7741,0.022938,0.000489,0.123913,0.668815,90.8537,-1.20894,3.77693,-0.034167,-0.000805,0.094648,0.798399,-0.046598,0.725517,5.548,-0.028394,-0.008504,1.13158,2018-10-24,000007.XSHE,True
0.33588,-0.048071,233.978,0.33588,0.0,0.026355,1470.77,-0.000984,0.074218,0.013269,210.338,578.029,-1.47451,1.79795,0.390493,0.026995,0.381386,1.47166,1.71153,1.2234,2.13165,-0.003173,-0.065994,0.267124,0.97221,0.089722,0.180218,27.5485,-0.002625,-0.247053,0.721029,2018-10-24,000008.XSHE,True
0.03884,0.036989,167.68,0.039095,-0.167826,0.161528,696.333,0.085843,0.106846,0.023928,589.657,763.741,20.4965,0.878859,0.056297,0.441748,3.60708,0.720265,0.610524,-0.000921,1.65826,0.025469,0.029545,0.298072,0.978678,0.011653,0.123435,2.17512,0.01971,0.09912,0.803137,2018-10-24,000009.XSHE,True
-1.86046,-0.017961,488.933,-1.86046,0.0,0.021911,795.523,-1.87434,0.059293,0.004525,976.841,,0.07672,0.456041,0.004347,0.005138,1.44869,0.342036,0.368535,44.8125,1.55031,0.019187,-0.033976,0.223441,1.00211,-0.415702,0.21226,18.8951,0.018436,-0.152058,0.973412,2018-10-24,000010.XSHE,True
0.141584,-0.015225,,0.141584,-0.003077,0.006589,248.109,-0.532259,0.012277,0.047255,286.696,,-0.196881,1.3197,0.0,0.010486,0.627256,1.29889,1.25569,-0.518457,2.16207,0.356111,-0.015505,0.524474,0.982561,0.074257,0.053169,93.2812,-0.072702,-0.029564,0.503015,2018-10-24,000011.XSHE,True
0.220341,0.005585,,0.220341,0.013573,0.002533,667.081,,,0.009912,,,0.54097,,0.003582,0.0,13.7602,,,0.035426,,-0.011646,0.005005,0.032356,1.00205,0.007129,0.323164,26.7457,-0.010826,0.154698,,2018-10-23,000001.XSHE,True
0.145767,0.046003,500.944,0.145767,0.005329,0.007335,1060.64,0.104745,0.024968,0.079064,1259.44,,1.09641,0.521951,0.003622,0.411841,8.4465,0.401287,0.285841,0.327239,1.18049,0.023749,0.041793,0.207457,0.999372,0.03024,0.037999,20.8561,0.020624,0.201453,1.42465,2018-10-23,000002.XSHE,True
0.049455,0.018774,,0.049455,0.0,0.109752,94.6363,1.41983,0.703953,0.021113,90.5059,,-5.56278,1.69087,0.074177,0.007333,0.864893,1.5997,3.97764,-0.691931,1.83253,0.399955,0.077269,0.8235,1.19225,0.040727,0.074789,5.87305,-0.038636,0.09383,1.08394,2018-10-23,000004.XSHE,True
0.078013,0.01709,270.678,0.078013,0.0,0.074006,1037.65,0.201961,0.030281,0.011373,459.407,,6.51384,0.521779,0.088325,0.042003,1.09564,0.49627,0.783618,-4.842,0.880872,-0.038385,0.025819,0.209361,1.11231,0.016333,0.188808,6.65113,-0.037852,0.123322,0.827022,2018-10-23,000005.XSHE,True
0.469195,-0.010407,,0.469195,0.0,0.000219,883.352,0.184589,0.019345,0.033723,1797.43,,-0.269308,0.53346,0.0,0.199597,1.07708,0.481521,0.200285,-0.011321,2.0726,0.030714,-0.009411,0.177394,0.996817,0.083232,0.057501,2227.65,0.020795,-0.053054,0.728114,2018-10-23,000006.XSHE,True
-0.492332,-0.000115,,-0.492332,0.0,0.160535,115.47,0.108325,,0.018766,3.96241,,-0.083644,3.7741,0.022938,0.000487,0.123913,0.668815,90.8537,-1.20894,3.77693,-0.034167,-0.000805,0.094648,0.798399,-0.046598,0.725517,5.548,-0.028394,-0.008504,1.13158,2018-10-23,000007.XSHE,True
0.33588,-0.048373,233.978,0.33588,0.0,0.026355,1470.77,-0.000984,0.074218,0.013269,210.338,578.029,-1.47451,1.79795,0.390493,0.02719,0.381386,1.47166,1.71153,1.2234,2.13165,-0.003173,-0.065994,0.267124,0.97221,0.089722,0.180218,27.5485,-0.002625,-0.247053,0.721029,2018-10-23,000008.XSHE,True
0.03884,0.037095,167.68,0.039095,-0.167826,0.161528,696.333,0.085843,0.106846,0.023928,589.657,763.741,20.4965,0.878859,0.056297,0.443629,3.60708,0.720265,0.610524,-0.000921,1.65826,0.025469,0.029545,0.298072,0.978678,0.011653,0.123435,2.17512,0.01971,0.09912,0.803137,2018-10-23,000009.XSHE,True
-1.86046,-0.017961,488.933,-1.86046,0.0,0.021911,795.523,-1.87434,0.059293,0.004525,976.841,,0.07672,0.456041,0.004347,0.005138,1.44869,0.342036,0.368535,44.8125,1.55031,0.019187,-0.033976,0.223441,1.00211,-0.415702,0.21226,18.8951,0.018436,-0.152058,0.973412,2018-10-23,000010.XSHE,True
0.141584,-0.015264,,0.141584,-0.003077,0.006589,248.109,-0.532259,0.012277,0.047255,286.696,,-0.196881,1.3197,0.0,0.01051,0.627256,1.29889,1.25569,-0.518457,2.16207,0.356111,-0.015505,0.524474,0.982561,0.074257,0.053169,93.2812,-0.072702,-0.029564,0.503015,2018-10-23,000011.XSHE,True
0.220341,0.005575,,0.220341,0.013573,0.002533,667.081,,,0.009912,,,0.315312,,0.003582,0.0,13.7602,,,0.035426,,-0.011646,0.005005,0.032356,1.00205,0.007129,0.323164,26.7457,-0.010826,0.154698,,2018-10-22,000001.XSHE,True
0.145767,0.045729,500.944,0.145767,0.005329,0.007335,1060.64,0.104745,0.024968,0.079064,1259.44,,1.09641,0.521951,0.003622,0.404646,8.4465,0.401287,0.285841,0.327239,1.18049,0.023749,0.041793,0.207457,0.999372,0.03024,0.037999,20.8561,0.020624,0.201453,1.42465,2018-10-22,000002.XSHE,True
0.049455,0.018774,,0.049455,0.0,0.109752,94.6363,1.41983,0.703953,0.021113,90.5059,,-5.56278,1.69087,0.074177,0.007333,0.864893,1.5997,3.97764,-0.691931,1.83253,0.399955,0.077269,0.8235,1.19225,0.040727,0.074789,5.87305,-0.038636,0.09383,1.08394,2018-10-22,000004.XSHE,True
0.078013,0.016722,270.678,0.078013,0.0,0.074006,1037.65,0.201961,0.030281,0.011373,459.407,,6.51384,0.521779,0.088325,0.040735,1.09564,0.49627,0.783618,-4.842,0.880872,-0.038385,0.025819,0.209361,1.11231,0.016333,0.188808,6.65113,-0.037852,0.123322,0.827022,2018-10-22,000005.XSHE,True
0.469195,-0.010382,,0.469195,0.0,0.000219,883.352,0.184589,0.019345,0.033723,1797.43,,-0.269308,0.53346,0.0,0.198966,1.07708,0.481521,0.200285,-0.011321,2.0726,0.030714,-0.009411,0.177394,0.996817,0.083232,0.057501,2227.65,0.020795,-0.053054,0.728114,2018-10-22,000006.XSHE,True
-0.492332,-0.000127,,-0.492332,0.0,0.160535,115.47,0.108325,,0.018766,3.96241,,-0.083644,3.7741,0.022938,0.000536,0.123913,0.668815,90.8537,-1.20894,3.77693,-0.034167,-0.000805,0.094648,0.798399,-0.046598,0.725517,5.548,-0.028394,-0.008504,1.13158,2018-10-22,000007.XSHE,True
0.33588,-0.048678,233.978,0.33588,0.0,0.026355,1470.77,-0.000984,0.074218,0.013269,210.338,578.029,-1.47451,1.79795,0.390493,0.027387,0.381386,1.47166,1.71153,1.2234,2.13165,-0.003173,-0.065994,0.267124,0.97221,0.089722,0.180218,27.5485,-0.002625,-0.247053,0.721029,2018-10-22,000008.XSHE,True
0.03884,0.036884,167.68,0.039095,-0.167826,0.161528,696.333,0.085843,0.106846,0.023928,589.657,763.741,20.4965,0.878859,0.056297,0.439883,3.60708,0.720265,0.610524,-0.000921,1.65826,0.025469,0.029545,0.298072,0.978678,0.011653,0.123435,2.17512,0.01971,0.09912,0.803137,2018-10-22,000009.XSHE,True
-1.86046,-0.018109,488.933,-1.86046,0.0,0.021911,795.523,-1.87434,0.059293,0.004525,976.841,,0.07672,0.456041,0.004347,0.005197,1.44869,0.342036,0.368535,44.8125,1.55031,0.019187,-0.033976,0.223441,1.00211,-0.415702,0.21226,18.8951,0.018436,-0.152058,0.973412,2018-10-22,000010.XSHE,True
0.141584,-0.015098,,0.141584,-0.003077,0.006589,248.109,-0.532259,0.012277,0.047255,286.696,,-0.196881,1.3197,0.0,0.010406,0.627256,1.29889,1.25569,-0.518457,2.16207,0.356111,-0.015505,0.524474,0.982561,0.074257,0.053169,93.2812,-0.072702,-0.029564,0.503015,2018-10-22,000011.XSHE,True
0.220341,0.005587,,0.220341,0.013573,0.002533,667.081,,,0.009912,,,0.315312,,0.003582,0.0,13.7602,,,0.035426,,-0.011646,0.005005,0.032356,1.00205,0.007129,0.323164,26.7457,-0.010826,0.154698,,2018-10-19,000001.XSHE,True
0.145767,0.046214,500.944,0.145767,0.005329,0.007335,1060.64,0.104745,0.024968,0.079064,1259.44,,1.09641,0.521951,0.003622,0.417479,8.4465,0.401287,0.285841,0.327239,1.18049,0.023749,0.041793,0.207457,0.999372,0.03024,0.037999,20.8561,0.020624,0.201453,1.42465,2018-10-19,000002.XSHE,True
0.049455,0.018774,,0.049455,0.0,0.109752,94.6363,1.41983,0.703953,0.021113,90.5059,,-5.56278,1.69087,0.074177,0.007333,0.864893,1.5997,3.97764,-0.691931,1.83253,0.399955,0.077269,0.8235,1.19225,0.040727,0.074789,5.87305,-0.038636,0.09383,1.08394,2018-10-19,000004.XSHE,True
0.078013,0.017829,270.678,0.078013,0.0,0.074006,1037.65,0.201961,0.030281,0.011373,459.407,,6.51384,0.521779,0.088325,0.044627,1.09564,0.49627,0.783618,-4.842,0.880872,-0.038385,0.025819,0.209361,1.11231,0.016333,0.188808,6.65113,-0.037852,0.123322,0.827022,2018-10-19,000005.XSHE,True
0.469195,-0.01063,,0.469195,0.0,0.000219,883.352,0.184589,0.019345,0.033723,1797.43,,-0.269308,0.53346,0.0,0.205124,1.07708,0.481521,0.200285,-0.011321,2.0726,0.030714,-0.009411,0.177394,0.996817,0.083232,0.057501,2227.65,0.020795,-0.053054,0.728114,2018-10-19,000006.XSHE,True
-0.492332,-0.000139,,-0.492332,0.0,0.160535,115.47,0.108325,,0.018766,3.96241,,-0.083644,3.7741,0.022938,0.000589,0.123913,0.668815,90.8537,-1.20894,3.77693,-0.034167,-0.000805,0.094648,0.798399,-0.046598,0.725517,5.548,-0.028394,-0.008504,1.13158,2018-10-19,000007.XSHE,True
0.357614,-0.054928,238.882,0.357614,0.0,0.026548,1428.55,0.05628,0.073221,0.013723,270.299,627.438,-1.58333,1.60451,0.384621,0.005362,0.378621,1.39843,1.33186,0.764681,1.96263,-0.266796,-0.071509,0.254624,0.988863,0.091057,0.208128,27.4131,-0.176582,-0.280842,0.721234,2018-10-19,000008.XSHE,True
0.03884,0.037707,167.68,0.039095,-0.167826,0.161528,696.333,0.085843,0.106846,0.023928,589.657,763.741,20.4965,0.878859,0.056297,0.454598,3.60708,0.720265,0.610524,-0.000921,1.65826,0.025469,0.029545,0.298072,0.978678,0.011653,0.123435,2.17512,0.01971,0.09912,0.803137,2018-10-19,000009.XSHE,True
-1.86046,-0.018695,488.933,-1.86046,0.0,0.021911,795.523,-1.87434,0.059293,0.004525,976.841,,0.07672,0.456041,0.004347,0.005432,1.44869,0.342036,0.368535,44.8125,1.55031,0.019187,-0.033976,0.223441,1.00211,-0.415702,0.21226,18.8951,0.018436,-0.152058,0.973412,2018-10-19,000010.XSHE,True
0.141584,-0.015928,,0.141584,-0.003077,0.006589,248.109,-0.532259,0.012277,0.047255,286.696,,-0.196881,1.3197,0.0,0.010928,0.627256,1.29889,1.25569,-0.518457,2.16207,0.356111,-0.015505,0.524474,0.982561,0.074257,0.053169,93.2812,-0.072702,-0.029564,0.503015,2018-10-19,000011.XSHE,True
0.220341,0.005609,,0.220341,0.013573,0.002533,667.081,,,0.009912,,,0.315312,,0.003582,0.0,13.7602,,,0.035426,,-0.011646,0.005005,0.032356,1.00205,0.007129,0.323164,26.7457,-0.010826,0.154698,,2018-10-18,000001.XSHE,True
0.145767,0.046608,500.944,0.145767,0.005329,0.007335,1060.64,0.104745,0.024968,0.079064,1259.44,,1.09641,0.521951,0.003622,0.428325,8.4465,0.401287,0.285841,0.327239,1.18049,0.023749,0.041793,0.207457,0.999372,0.03024,0.037999,20.8561,0.020624,0.201453,1.42465,2018-10-18,000002.XSHE,True
0.049455,0.018774,,0.049455,0.0,0.109752,94.6363,1.41983,0.703953,0.021113,90.5059,,-5.56278,1.69087,0.074177,0.007333,0.864893,1.5997,3.97764,-0.691931,1.83253,0.399955,0.077269,0.8235,1.19225,0.040727,0.074789,5.87305,-0.038636,0.09383,1.08394,2018-10-18,000004.XSHE,True
0.078013,0.018153,270.678,0.078013,0.0,0.074006,1037.65,0.201961,0.030281,0.011373,459.407,,6.51384,0.521779,0.088325,0.045805,1.09564,0.49627,0.783618,-4.842,0.880872,-0.038385,0.025819,0.209361,1.11231,0.016333,0.188808,6.65113,-0.037852,0.123322,0.827022,2018-10-18,000005.XSHE,True
0.469195,-0.010849,,0.469195,0.0,0.000219,883.352,0.184589,0.019345,0.033723,1797.43,,-0.269308,0.53346,0.0,0.210613,1.07708,0.481521,0.200285,-0.011321,2.0726,0.030714,-0.009411,0.177394,0.996817,0.083232,0.057501,2227.65,0.020795,-0.053054,0.728114,2018-10-18,000006.XSHE,True
-0.492332,-0.000153,,-0.492332,0.0,0.160535,115.47,0.108325,,0.018766,3.96241,,-0.083644,3.7741,0.022938,0.000649,0.123913,0.668815,90.8537,-1.20894,3.77693,-0.034167,-0.000805,0.094648,0.798399,-0.046598,0.725517,5.548,-0.028394,-0.008504,1.13158,2018-10-18,000007.XSHE,True
0.357614,-0.059394,238.882,0.357614,0.0,0.026548,1428.55,0.05628,0.073221,0.013723,270.299,627.438,-1.58333,1.60451,0.384621,0.005869,0.378621,1.39843,1.33186,0.764681,1.96263,-0.266796,-0.071509,0.254624,0.988863,0.091057,0.208128,27.4131,-0.176582,-0.280842,0.721234,2018-10-18,000008.XSHE,True
0.03884,0.038189,167.68,0.039095,-0.167826,0.161528,696.333,0.085843,0.106846,0.023928,589.657,763.741,20.4965,0.878859,0.056297,0.463359,3.60708,0.720265,0.610524,-0.000921,1.65826,0.025469,0.029545,0.298072,0.978678,0.011653,0.123435,2.17512,0.01971,0.09912,0.803137,2018-10-18,000009.XSHE,True
-1.86046,-0.018791,488.933,-1.86046,0.0,0.021911,795.523,-1.87434,0.059293,0.004525,976.841,,0.07672,0.456041,0.004347,0.005472,1.44869,0.342036,0.368535,44.8125,1.55031,0.019187,-0.033976,0.223441,1.00211,-0.415702,0.21226,18.8951,0.018436,-0.152058,0.973412,2018-10-18,000010.XSHE,True
0.141584,-0.016339,,0.141584,-0.003077,0.006589,248.109,-0.532259,0.012277,0.047255,286.696,,-0.196881,1.3197,0.0,0.011184,0.627256,1.29889,1.25569,-0.518457,2.16207,0.356111,-0.015505,0.524474,0.982561,0.074257,0.053169,93.2812,-0.072702,-0.029564,0.503015,2018-10-18,000011.XSHE,True
0.220341,0.005601,,0.220341,0.013573,0.002533,667.081,,,0.009912,,,0.315312,,0.003582,0.0,13.7602,,,0.035426,,-0.011646,0.005005,0.032356,1.00205,0.007129,0.323164,26.7457,-0.010826,0.154698,,2018-10-17,000001.XSHE,True
0.145767,0.046363,500.944,0.145767,0.005329,0.007335,1060.64,0.104745,0.024968,0.079064,1259.44,,1.09641,0.521951,0.003622,0.421557,8.4465,0.401287,0.285841,0.327239,1.18049,0.023749,0.041793,0.207457,0.999372,0.03024,0.037999,20.8561,0.020624,0.201453,1.42465,2018-10-17,000002.XSHE,True
0.049455,0.018774,,0.049455,0.0,0.109752,94.6363,1.41983,0.703953,0.021113,90.5059,,-5.56278,1.69087,0.074177,0.007333,0.864893,1.5997,3.97764,-0.691931,1.83253,0.399955,0.077269,0.8235,1.19225,0.040727,0.074789,5.87305,-0.038636,0.09383,1.08394,2018-10-17,000004.XSHE,True
0.078013,0.017875,270.678,0.078013,0.0,0.074006,1037.65,0.201961,0.030281,0.011373,459.407,,6.51384,0.521779,0.088325,0.044792,1.09564,0.49627,0.783618,-4.842,0.880872,-0.038385,0.025819,0.209361,1.11231,0.016333,0.188808,6.65113,-0.037852,0.123322,0.827022,2018-10-17,000005.XSHE,True
0.469195,-0.010835,,0.469195,0.0,0.000219,883.352,0.184589,0.019345,0.033723,1797.43,,-0.269308,0.53346,0.0,0.210261,1.07708,0.481521,0.200285,-0.011321,2.0726,0.030714,-0.009411,0.177394,0.996817,0.083232,0.057501,2227.65,0.020795,-0.053054,0.728114,2018-10-17,000006.XSHE,True
-0.492332,-0.000168,,-0.492332,0.0,0.160535,115.47,0.108325,,0.018766,3.96241,,-0.083644,3.7741,0.022938,0.000714,0.123913,0.668815,90.8537,-1.20894,3.77693,-0.034167,-0.000805,0.094648,0.798399,-0.046598,0.725517,5.548,-0.028394,-0.008504,1.13158,2018-10-17,000007.XSHE,True
0.357614,-0.058007,238.882,0.357614,0.0,0.026548,1428.55,0.05628,0.073221,0.013723,270.299,627.438,-1.58333,1.60451,0.384621,0.00571,0.378621,1.39843,1.33186,0.764681,1.96263,-0.266796,-0.071509,0.254624,0.988863,0.091057,0.208128,27.4131,-0.176582,-0.280842,0.721234,2018-10-17,000008.XSHE,True
0.03884,0.037781,167.68,0.039095,-0.167826,0.161528,696.333,0.085843,0.106846,0.023928,589.657,763.741,20.4965,0.878859,0.056297,0.455924,3.60708,0.720265,0.610524,-0.000921,1.65826,0.025469,0.029545,0.298072,0.978678,0.011653,0.123435,2.17512,0.01971,0.09912,0.803137,2018-10-17,000009.XSHE,True
-1.86046,-0.018759,488.933,-1.86046,0.0,0.021911,795.523,-1.87434,0.059293,0.004525,976.841,,0.07672,0.456041,0.004347,0.005458,1.44869,0.342036,0.368535,44.8125,1.55031,0.019187,-0.033976,0.223441,1.00211,-0.415702,0.21226,18.8951,0.018436,-0.152058,0.973412,2018-10-17,000010.XSHE,True
0.141584,-0.016458,,0.141584,-0.003077,0.006589,248.109,-0.532259,0.012277,0.047255,286.696,,-0.196881,1.3197,0.0,0.011259,0.627256,1.29889,1.25569,-0.518457,2.16207,0.356111,-0.015505,0.524474,0.982561,0.074257,0.053169,93.2812,-0.072702,-0.029564,0.503015,2018-10-17,000011.XSHE,True
0.220341,0.0056,,0.220341,0.013573,0.002533,667.081,,,0.009912,,,0.315312,,0.003582,0.0,13.7602,,,0.035426,,-0.011646,0.005005,0.032356,1.00205,0.007129,0.323164,26.7457,-0.010826,0.154698,,2018-10-16,000001.XSHE,True
0.145767,0.046441,500.944,0.145767,0.005329,0.007335,1060.64,0.104745,0.024968,0.079064,1259.44,,1.09641,0.521951,0.003622,0.423701,8.4465,0.401287,0.285841,0.327239,1.18049,0.023749,0.041793,0.207457,0.999372,0.03024,0.037999,20.8561,0.020624,0.201453,1.42465,2018-10-16,000002.XSHE,True
0.049455,0.018774,,0.049455,0.0,0.109752,94.6363,1.41983,0.703953,0.021113,90.5059,,-5.56278,1.69087,0.074177,0.007333,0.864893,1.5997,3.97764,-0.691931,1.83253,0.399955,0.077269,0.8235,1.19225,0.040727,0.074789,5.87305,-0.038636,0.09383,1.08394,2018-10-16,000004.XSHE,True
0.078013,0.018059,270.678,0.078013,0.0,0.074006,1037.65,0.201961,0.030281,0.011373,459.407,,6.51384,0.521779,0.088325,0.045462,1.09564,0.49627,0.783618,-4.842,0.880872,-0.038385,0.025819,0.209361,1.11231,0.016333,0.188808,6.65113,-0.037852,0.123322,0.827022,2018-10-16,000005.XSHE,True
0.469195,-0.010919,,0.469195,0.0,0.000219,883.352,0.184589,0.019345,0.033723,1797.43,,-0.269308,0.53346,0.0,0.212389,1.07708,0.481521,0.200285,-0.011321,2.0726,0.030714,-0.009411,0.177394,0.996817,0.083232,0.057501,2227.65,0.020795,-0.053054,0.728114,2018-10-16,000006.XSHE,True
-0.492332,-0.000164,,-0.492332,0.0,0.160535,115.47,0.108325,,0.018766,3.96241,,-0.083644,3.7741,0.022938,0.000694,0.123913,0.668815,90.8537,-1.20894,3.77693,-0.034167,-0.000805,0.094648,0.798399,-0.046598,0.725517,5.548,-0.028394,-0.008504,1.13158,2018-10-16,000007.XSHE,True
0.357614,-0.059968,238.882,0.357614,0.0,0.026548,1428.55,0.05628,0.073221,0.013723,270.299,627.438,-1.58333,1.60451,0.384621,0.005935,0.378621,1.39843,1.33186,0.764681,1.96263,-0.266796,-0.071509,0.254624,0.988863,0.091057,0.208128,27.4131,-0.176582,-0.280842,0.721234,2018-10-16,000008.XSHE,True
0.03884,0.038189,167.68,0.039095,-0.167826,0.161528,696.333,0.085843,0.106846,0.023928,589.657,763.741,20.4965,0.878859,0.056297,0.463359,3.60708,0.720265,0.610524,-0.000921,1.65826,0.025469,0.029545,0.298072,0.978678,0.011653,0.123435,2.17512,0.01971,0.09912,0.803137,2018-10-16,000009.XSHE,True
-1.86046,-0.018727,488.933,-1.86046,0.0,0.021911,795.523,-1.87434,0.059293,0.004525,976.841,,0.07672,0.456041,0.004347,0.005445,1.44869,0.342036,0.368535,44.8125,1.55031,0.019187,-0.033976,0.223441,1.00211,-0.415702,0.21226,18.8951,0.018436,-0.152058,0.973412,2018-10-16,000010.XSHE,True
0.141584,-0.016281,,0.141584,-0.003077,0.006589,248.109,-0.532259,0.012277,0.047255,286.696,,-0.196881,1.3197,0.0,0.011149,0.627256,1.29889,1.25569,-0.518457,2.16207,0.356111,-0.015505,0.524474,0.982561,0.074257,0.053169,93.2812,-0.072702,-0.029564,0.503015,2018-10-16,000011.XSHE,True
0.220341,0.005608,,0.220341,0.013573,0.002533,667.081,,,0.009912,,,0.315312,,0.003582,0.0,13.7602,,,0.035426,,-0.011646,0.005005,0.032356,1.00205,0.007129,0.323164,26.7457,-0.010826,0.154698,,2018-10-15,000001.XSHE,True
0.145767,0.046285,500.944,0.145767,0.005329,0.007335,1060.64,0.104745,0.024968,0.079064,1259.44,,1.09641,0.521951,0.003622,0.419423,8.4465,0.401287,0.285841,0.327239,1.18049,0.023749,0.041793,0.207457,0.999372,0.03024,0.037999,20.8561,0.020624,0.201453,1.42465,2018-10-15,000002.XSHE,True
0.049455,0.018774,,0.049455,0.0,0.109752,94.6363,1.41983,0.703953,0.021113,90.5059,,-5.56278,1.69087,0.074177,0.007333,0.864893,1.5997,3.97764,-0.691931,1.83253,0.399955,0.077269,0.8235,1.19225,0.040727,0.074789,5.87305,-0.038636,0.09383,1.08394,2018-10-15,000004.XSHE,True
0.078013,0.017966,270.678,0.078013,0.0,0.074006,1037.65,0.201961,0.030281,0.011373,459.407,,6.51384,0.521779,0.088325,0.045125,1.09564,0.49627,0.783618,-4.842,0.880872,-0.038385,0.025819,0.209361,1.11231,0.016333,0.188808,6.65113,-0.037852,0.123322,0.827022,2018-10-15,000005.XSHE,True
0.469195,-0.010684,,0.469195,0.0,0.000219,883.352,0.184589,0.019345,0.033723,1797.43,,-0.269308,0.53346,0.0,0.206469,1.07708,0.481521,0.200285,-0.011321,2.0726,0.030714,-0.009411,0.177394,0.996817,0.083232,0.057501,2227.65,0.020795,-0.053054,0.728114,2018-10-15,000006.XSHE,True
-0.492332,-0.000153,,-0.492332,0.0,0.160535,115.47,0.108325,,0.018766,3.96241,,-0.083644,3.7741,0.022938,0.000649,0.123913,0.668815,90.8537,-1.20894,3.77693,-0.034167,-0.000805,0.094648,0.798399,-0.046598,0.725517,5.548,-0.028394,-0.008504,1.13158,2018-10-15,000007.XSHE,True
0.357614,-0.055792,238.882,0.357614,0.0,0.026548,1428.55,0.05628,0.073221,0.013723,270.299,627.438,-1.58333,1.60451,0.384621,0.005459,0.378621,1.39843,1.33186,0.764681,1.96263,-0.266796,-0.071509,0.254624,0.988863,0.091057,0.208128,27.4131,-0.176582,-0.280842,0.721234,2018-10-15,000008.XSHE,True
0.03884,0.037598,167.68,0.039095,-0.167826,0.161528,696.333,0.085843,0.106846,0.023928,589.657,763.741,20.4965,0.878859,0.056297,0.452623,3.60708,0.720265,0.610524,-0.000921,1.65826,0.025469,0.029545,0.298072,0.978678,0.011653,0.123435,2.17512,0.01971,0.09912,0.803137,2018-10-15,000009.XSHE,True
-1.86046,-0.018759,488.933,-1.86046,0.0,0.021911,795.523,-1.87434,0.059293,0.004525,976.841,,0.07672,0.456041,0.004347,0.005458,1.44869,0.342036,0.368535,44.8125,1.55031,0.019187,-0.033976,0.223441,1.00211,-0.415702,0.21226,18.8951,0.018436,-0.152058,0.973412,2018-10-15,000010.XSHE,True
