net_profit_to_total_operate_revenue_ttm,cfo_to_ev,accounts_payable_turnover_days,net_profit_ratio,net_non_operating_income_to_total_profit,fixed_asset_ratio,account_receivable_turnover_days,DEGM,sale_expense_to_operating_revenue,operating_tax_to_operating_revenue_ratio_ttm,inventory_turnover_days,OperatingCycle,net_operate_cash_flow_to_operate_income,quick_ratio,intangible_asset_ratio,MLEV,debt_to_equity_ratio,super_quick_ratio,inventory_turnover_rate,operating_profit_growth_rate,current_ratio,net_operate_cash_flow_to_net_debt,net_operate_cash_flow_to_asset,total_asset_turnover_rate,operating_profit_to_total_profit,roa_ttm,admin_expense_rate,equity_to_fixed_asset_ratio,net_operate_cash_flow_to_total_liability,cash_rate_of_sales,goods_service_cash_to_operating_revenue_ttm,date,stkcd,flag,单季EP,三个月反转,预期EPTTM,EPTTM一年分位点,EPTTM,预期BP,BP,SPTTM,非流动性冲击,单季ROE,单季SP,三个月换手,标准化预期外收,单季ROA,特异度,三个月波动,一年动量,一个月反转,一个月波动,标准化预期外盈利
0.294045,-0.005909,362.437,0.294045,-0.02440858726899384,0.010685,1637.94,-0.279421,0.027074,0.015347,529.575,824.0608850325381,0.431336,0.849119,0.09855,0.002748,0.945168,0.764173,0.67979,0.605288,1.17939,0.052719,-0.009221,0.141506,0.992217,0.041609,0.183211,49.4977,0.050673,-0.065163,0.797407,2019-07-08,000005.XSHE,True,0.294045,26.71371,0.294045,0.8511904761904762,0.294045,49.4977,49.4977,0.027074,7.066838155272568,0.041609,0.027074,15.838221263606167,0.4275499816376229,0.041609,0.47826349445585215,4.758148365953663,-107.009254,8.904570000000001,4.840904976423148,0.42752615246809367
0.3083,0.139407,355.17198897370656,0.3083,-0.02440858726899384,0.000769,998.385,0.317892,0.016063,0.056335,1674.6,824.0608850325381,2.6855,0.763586,0.08740829479613733,0.197583,1.17141,0.670187,0.214977,-0.185316,1.94359,-0.040649,0.113336,0.174061,0.994509,0.053663,0.055486,615.344,-0.022671,0.651129,1.55719,2019-07-08,000006.XSHE,True,0.3083,26.71371,0.3083,0.9503968253968254,0.3083,615.344,615.344,0.016063,5.74511234567192,0.053663,0.016063,15.838221263606167,0.4402927759274509,0.053663,0.49251849445585216,4.758148365953663,-106.65070899999999,8.90457,4.840904976423148,0.4402688881652152
-4.38162,0.004721,355.17198897370656,-4.38162,-0.02440858726899384,0.16591,57.7497,-0.029859,0.1204555703285421,0.02591,2.84432,824.0608850325381,-0.334162,3.1521,0.000693,0.061478,0.967586,0.465466,126.568,-15.2613,3.15459,0.077106,0.029333,0.103435,0.999898,-0.453213,0.654961,3.08951,0.072837,0.283592,1.01447,2019-07-08,000007.XSHE,True,-4.38162,26.71371,-4.38162,0.05357142857142857,-4.38162,3.08951,3.08951,0.1204555703285421,9.667907381447286,-0.453213,0.1204555703285421,15.838221263606167,-3.7521088933640265,-0.453213,-4.197401505544148,4.758148365953663,-111.326374,8.90457,4.840904976423148,-3.7521135040230864
0.128413,-0.025819,308.25,0.128413,-0.02440858726899384,0.032179,1642.0,-0.03609,0.096205,0.012643,201.901,612.401,-1.03533,1.75002,0.367223,0.027059,0.422695,1.37668,1.78305,-0.583583,2.02252,-0.059873,-0.030779,0.253437,0.941085,0.032544,0.155461,21.9243,-0.047883,-0.121448,0.827411,2019-07-08,000008.XSHE,True,0.128413,26.713710000000003,0.128413,0.45436507936507936,0.128413,21.9243,21.9243,0.096205,3.945753777072803,0.032544,0.096205,15.838221263606167,0.27948863447432676,0.032544,0.31263149445585214,4.758148365953663,-111.506261,8.90457,4.840904976423148,0.27946548610642163
0.064402,0.111022,136.584,0.064671,0.021487,0.180172,649.792,0.0323,0.097126,0.032026,465.306,627.754,3.12367,0.848012,0.054977,0.391476,3.72605,0.762121,0.773684,2.33184,1.65969,0.022902,0.098896,0.39765,0.984901,0.025716,0.06991,1.90547,0.017555,0.248701,0.895276,2019-07-08,000009.XSHE,True,0.064671,26.713710000000006,0.064671,0.35119047619047616,0.064671,1.90547,1.90547,0.097126,2.514774299006664,0.025716,0.097126,15.838221263606167,0.22226807991198522,0.025716,0.24888949445585218,4.758148365953663,-107.05996999999999,8.904569999999998,4.840904976423148,0.22248565735819853
-1.42166,-0.039306,750.932,-1.42166,-0.02440858726899384,0.02019,2477.19,5.81077,0.050067,0.005409,1279.74,1899.04,0.317418,0.607612,0.061996,0.02438,6.16286,0.547927,0.281306,-0.394717,1.12533,-0.023504,-0.062906,0.135146,1.02142,-0.192132,0.287528,11.9958,-0.023399,-0.465463,1.91197,2019-07-08,000010.XSHE,True,-1.42166,26.713709999999995,-1.42166,0.1388888888888889,-1.42166,11.9958,11.9958,0.050067,7.399405087830939,-0.192132,0.050067,15.838221263606167,-1.1061487820964566,-0.192132,-1.2374415055441477,4.758148365953663,-108.610043,8.90457,4.840904976423148,-1.1061655591579955
0.233129,0.145782,355.17198897370656,0.233129,0.001634,0.004524,221.063,1.50301,0.018246,0.252984,988.857,824.0608850325381,1.43388,1.67998,0.08740829479613733,0.269914,1.49698,1.66357,0.364057,0.609785,2.68184,-0.034527,0.132622,0.301647,0.993657,0.070323,0.041183,91.2885,-0.012611,0.439658,1.12071,2019-07-08,000011.XSHE,True,0.233129,26.713709999999995,0.233129,0.751984126984127,0.233129,91.2885,91.2885,0.018246,3.3151332517810554,0.070323,0.018246,15.838221263606167,0.3730961018088498,0.070323,0.4173474944558522,4.758148365953663,-108.44158499999999,8.90457,4.840904976423148,0.3730725230239789
0.21185,-0.013933,355.17198897370656,0.21185,0.040798,0.003009,232.378,-0.0031986160164271128,0.1204555703285421,0.009838,691.2386070106762,824.0608850325381,-0.77307,1.2530290142348754,0.00344,0.12321555916473319,13.0679,0.9468833570613735,13.732010818030842,0.09186,1.9940820374172945,0.017277,-0.012912,0.034323,0.999586,0.007271,0.301248,23.6221,0.016218,-0.376186,1.0551518229523156,2019-07-05,000001.XSHE,True,0.21185,26.713709999999995,0.21185,0.6527777777777778,0.21185,23.6221,23.6221,0.1204555703285421,29.134982373335664,0.007271,0.1204555703285421,15.838221263606167,0.35407443083773443,0.007271,0.3960684944558522,4.758148365953663,-107.387498,8.90457,4.840904976423148,0.35405093951650446
0.160832,0.023035,355.17198897370656,0.160832,-0.032965,0.008845,9.48188,0.08759,0.025262,0.079502,1421.09,824.0608850325381,0.546433,0.461109,0.003274,0.375281,8.34634,0.349759,0.253327,0.348264,1.15937,-0.022579,0.022344,0.20322,1.00235,0.032684,0.034838,17.2152,-0.020314,0.10995,1.25764,2019-07-05,000002.XSHE,True,0.160832,26.71371,0.160832,0.5496031746031746,0.160832,17.2152,17.2152,0.025262,4.920775514221041,0.032684,0.025262,15.838221263606167,0.3084685466512424,0.032684,0.3450504944558522,4.758148365953663,-107.459795,8.90457,4.840904976423148,0.3084452650306576
-0.050245,-0.034449,355.17198897370656,-0.050245,-0.02440858726899384,0.005992,109.225,0.138951,0.742156,0.017476,691.2386070106762,824.0608850325381,1.46768,1.2530290142348754,0.08740829479613733,0.000458,0.230603,4.39707,13.732010818030842,-1.66484,4.53566,-0.068887,-0.360858,2.46833,1.07806,-0.124021,0.057548,139.556,0.15009,-0.146195,1.00749,2019-07-05,000004.XSHE,True,-0.050245,26.71371,-0.050245,0.251984126984127,-0.050245,139.556,139.556,0.742156,0.40513221489833207,-0.124021,0.742156,15.838221263606167,0.11978311765692329,-0.124021,0.13397349445585216,4.758148365953663,-107.720945,8.904570000000001,4.840904976423148,0.11976070363175738
0.294045,-0.005625,362.437,0.294045,-0.02440858726899384,0.010685,1637.94,-0.279421,0.027074,0.015347,529.575,824.0608850325381,0.431336,0.849119,0.09855,0.002567,0.945168,0.764173,0.67979,0.605288,1.17939,0.052719,-0.009221,0.141506,0.992217,0.041609,0.183211,49.4977,0.050673,-0.065163,0.797407,2019-07-05,000005.XSHE,True,0.294045,26.71371,0.294045,0.8511904761904762,0.294045,49.4977,49.4977,0.027074,7.066838155272568,0.041609,0.027074,15.838221263606167,0.4275499816376229,0.041609,0.47826349445585215,4.758148365953663,-107.58773199999999,8.904570000000001,4.840904976423148,0.42752615246809367
0.3083,0.136814,355.17198897370656,0.3083,-0.02440858726899384,0.000769,998.385,0.317892,0.016063,0.056335,1674.6,824.0608850325381,2.6855,0.763586,0.08740829479613733,0.193036,1.17141,0.670187,0.214977,-0.185316,1.94359,-0.040649,0.113336,0.174061,0.994509,0.053663,0.055486,615.344,-0.022671,0.651129,1.55719,2019-07-05,000006.XSHE,True,0.3083,26.71371,0.3083,0.9503968253968254,0.3083,615.344,615.344,0.016063,5.74511234567192,0.053663,0.016063,15.838221263606167,0.4402927759274509,0.053663,0.49251849445585216,4.758148365953663,-107.22918699999998,8.90457,4.840904976423148,0.4402688881652152
-4.38162,0.004662,355.17198897370656,-4.38162,-0.02440858726899384,0.16591,57.7497,-0.029859,0.1204555703285421,0.02591,2.84432,824.0608850325381,-0.334162,3.1521,0.000693,0.060699,0.967586,0.465466,126.568,-15.2613,3.15459,0.077106,0.029333,0.103435,0.999898,-0.453213,0.654961,3.08951,0.072837,0.283592,1.01447,2019-07-05,000007.XSHE,True,-4.38162,26.71371,-4.38162,0.05357142857142857,-4.38162,3.08951,3.08951,0.1204555703285421,9.667907381447286,-0.453213,0.1204555703285421,15.838221263606167,-3.7521088933640265,-0.453213,-4.197401505544148,4.758148365953663,-111.904852,8.90457,4.840904976423148,-3.7521135040230864
0.128413,-0.024988,308.25,0.128413,-0.02440858726899384,0.032179,1642.0,-0.03609,0.096205,0.012643,201.901,612.401,-1.03533,1.75002,0.367223,0.026021,0.422695,1.37668,1.78305,-0.583583,2.02252,-0.059873,-0.030779,0.253437,0.941085,0.032544,0.155461,21.9243,-0.047883,-0.121448,0.827411,2019-07-05,000008.XSHE,True,0.128413,26.713710000000003,0.128413,0.45436507936507936,0.128413,21.9243,21.9243,0.096205,3.945753777072803,0.032544,0.096205,15.838221263606167,0.27948863447432676,0.032544,0.31263149445585214,4.758148365953663,-112.08473899999998,8.90457,4.840904976423148,0.27946548610642163
0.064402,0.108834,136.584,0.064671,0.021487,0.180172,649.792,0.0323,0.097126,0.032026,465.306,627.754,3.12367,0.848012,0.054977,0.380958,3.72605,0.762121,0.773684,2.33184,1.65969,0.022902,0.098896,0.39765,0.984901,0.025716,0.06991,1.90547,0.017555,0.248701,0.895276,2019-07-05,000009.XSHE,True,0.064671,26.713710000000006,0.064671,0.35119047619047616,0.064671,1.90547,1.90547,0.097126,2.514774299006664,0.025716,0.097126,15.838221263606167,0.22226807991198522,0.025716,0.24888949445585218,4.758148365953663,-107.638448,8.904569999999998,4.840904976423148,0.22248565735819853
-1.42166,-0.039247,750.932,-1.42166,-0.02440858726899384,0.02019,2477.19,5.81077,0.050067,0.005409,1279.74,1899.04,0.317418,0.607612,0.061996,0.024315,6.16286,0.547927,0.281306,-0.394717,1.12533,-0.023504,-0.062906,0.135146,1.02142,-0.192132,0.287528,11.9958,-0.023399,-0.465463,1.91197,2019-07-05,000010.XSHE,True,-1.42166,26.713709999999995,-1.42166,0.14087301587301587,-1.42166,11.9958,11.9958,0.050067,7.399405087830939,-0.192132,0.050067,15.838221263606167,-1.1061487820964566,-0.192132,-1.2374415055441477,4.758148365953663,-109.188521,8.90457,4.840904976423148,-1.1061655591579955
0.233129,0.14812,355.17198897370656,0.233129,0.001634,0.004524,221.063,1.50301,0.018246,0.252984,988.857,824.0608850325381,1.43388,1.67998,0.08740829479613733,0.274038,1.49698,1.66357,0.364057,0.609785,2.68184,-0.034527,0.132622,0.301647,0.993657,0.070323,0.041183,91.2885,-0.012611,0.439658,1.12071,2019-07-05,000011.XSHE,True,0.233129,26.713709999999995,0.233129,0.751984126984127,0.233129,91.2885,91.2885,0.018246,3.3151332517810554,0.070323,0.018246,15.838221263606167,0.3730961018088498,0.070323,0.4173474944558522,4.758148365953663,-109.020063,8.90457,4.840904976423148,0.3730725230239789
0.21185,-0.013928,355.17198897370656,0.21185,0.040798,0.003009,232.378,-0.0031986160164271128,0.1204555703285421,0.009838,691.2386070106762,824.0608850325381,-0.77307,1.2530290142348754,0.00344,0.12321555916473319,13.0679,0.9468833570613735,13.732010818030842,0.09186,1.9940820374172945,0.017277,-0.012912,0.034323,0.999586,0.007271,0.301248,23.6221,0.016218,-0.376186,1.0551518229523156,2019-07-04,000001.XSHE,True,0.21185,26.713709999999995,0.21185,0.6507936507936508,0.21185,23.6221,23.6221,0.1204555703285421,29.134982373335664,0.007271,0.1204555703285421,15.838221263606167,0.35407443083773443,0.007271,0.3960684944558522,4.758148365953663,-107.965976,8.90457,4.840904976423148,0.35405093951650446
0.160832,0.023018,355.17198897370656,0.160832,-0.032965,0.008845,9.48188,0.08759,0.025262,0.079502,1421.09,824.0608850325381,0.546433,0.461109,0.003274,0.374487,8.34634,0.349759,0.253327,0.348264,1.15937,-0.022579,0.022344,0.20322,1.00235,0.032684,0.034838,17.2152,-0.020314,0.10995,1.25764,2019-07-04,000002.XSHE,True,0.160832,26.71371,0.160832,0.5496031746031746,0.160832,17.2152,17.2152,0.025262,4.920775514221041,0.032684,0.025262,15.838221263606167,0.3084685466512424,0.032684,0.3450504944558522,4.758148365953663,-108.038273,8.90457,4.840904976423148,0.3084452650306576
-0.050245,-0.034988,355.17198897370656,-0.050245,-0.02440858726899384,0.005992,109.225,0.138951,0.742156,0.017476,691.2386070106762,824.0608850325381,1.46768,1.2530290142348754,0.08740829479613733,0.000464,0.230603,4.39707,13.732010818030842,-1.66484,4.53566,-0.068887,-0.360858,2.46833,1.07806,-0.124021,0.057548,139.556,0.15009,-0.146195,1.00749,2019-07-04,000004.XSHE,True,-0.050245,26.71371,-0.050245,0.251984126984127,-0.050245,139.556,139.556,0.742156,0.40513221489833207,-0.124021,0.742156,15.838221263606167,0.11978311765692329,-0.124021,0.13397349445585216,4.758148365953663,-108.29942299999999,8.904570000000001,4.840904976423148,0.11976070363175738
0.294045,-0.005576,362.437,0.294045,-0.02440858726899384,0.010685,1637.94,-0.279421,0.027074,0.015347,529.575,824.0608850325381,0.431336,0.849119,0.09855,0.002537,0.945168,0.764173,0.67979,0.605288,1.17939,0.052719,-0.009221,0.141506,0.992217,0.041609,0.183211,49.4977,0.050673,-0.065163,0.797407,2019-07-04,000005.XSHE,True,0.294045,26.71371,0.294045,0.8511904761904762,0.294045,49.4977,49.4977,0.027074,7.066838155272568,0.041609,0.027074,15.838221263606167,0.4275499816376229,0.041609,0.47826349445585215,4.758148365953663,-108.16620999999999,8.904570000000001,4.840904976423148,0.42752615246809367
0.3083,0.136496,355.17198897370656,0.3083,-0.02440858726899384,0.000769,998.385,0.317892,0.016063,0.056335,1674.6,824.0608850325381,2.6855,0.763586,0.08740829479613733,0.192482,1.17141,0.670187,0.214977,-0.185316,1.94359,-0.040649,0.113336,0.174061,0.994509,0.053663,0.055486,615.344,-0.022671,0.651129,1.55719,2019-07-04,000006.XSHE,True,0.3083,26.71371,0.3083,0.9503968253968254,0.3083,615.344,615.344,0.016063,5.74511234567192,0.053663,0.016063,15.838221263606167,0.4402927759274509,0.053663,0.49251849445585216,4.758148365953663,-107.80766499999999,8.90457,4.840904976423148,0.4402688881652152
-4.38162,0.004567,355.17198897370656,-4.38162,-0.02440858726899384,0.16591,57.7497,-0.029859,0.1204555703285421,0.02591,2.84432,824.0608850325381,-0.334162,3.1521,0.000693,0.059443,0.967586,0.465466,126.568,-15.2613,3.15459,0.077106,0.029333,0.103435,0.999898,-0.453213,0.654961,3.08951,0.072837,0.283592,1.01447,2019-07-04,000007.XSHE,True,-4.38162,26.71371,-4.38162,0.05357142857142857,-4.38162,3.08951,3.08951,0.1204555703285421,9.667907381447286,-0.453213,0.1204555703285421,15.838221263606167,-3.7521088933640265,-0.453213,-4.197401505544148,4.758148365953663,-112.48333,8.90457,4.840904976423148,-3.7521135040230864
0.128413,-0.024828,308.25,0.128413,-0.02440858726899384,0.032179,1642.0,-0.03609,0.096205,0.012643,201.901,612.401,-1.03533,1.75002,0.367223,0.025823,0.422695,1.37668,1.78305,-0.583583,2.02252,-0.059873,-0.030779,0.253437,0.941085,0.032544,0.155461,21.9243,-0.047883,-0.121448,0.827411,2019-07-04,000008.XSHE,True,0.128413,26.713710000000003,0.128413,0.45436507936507936,0.128413,21.9243,21.9243,0.096205,3.945753777072803,0.032544,0.096205,15.838221263606167,0.27948863447432676,0.032544,0.31263149445585214,4.758148365953663,-112.66321699999999,8.90457,4.840904976423148,0.27946548610642163
0.064402,0.109006,136.584,0.064671,0.021487,0.180172,649.792,0.0323,0.097126,0.032026,465.306,627.754,3.12367,0.848012,0.054977,0.381778,3.72605,0.762121,0.773684,2.33184,1.65969,0.022902,0.098896,0.39765,0.984901,0.025716,0.06991,1.90547,0.017555,0.248701,0.895276,2019-07-04,000009.XSHE,True,0.064671,26.713710000000006,0.064671,0.35119047619047616,0.064671,1.90547,1.90547,0.097126,2.514774299006664,0.025716,0.097126,15.838221263606167,0.22226807991198522,0.025716,0.24888949445585218,4.758148365953663,-108.21692599999999,8.904569999999998,4.840904976423148,0.22248565735819853
-1.42166,-0.040329,750.932,-1.42166,-0.02440858726899384,0.02019,2477.19,5.81077,0.050067,0.005409,1279.74,1899.04,0.317418,0.607612,0.061996,0.025534,6.16286,0.547927,0.281306,-0.394717,1.12533,-0.023504,-0.062906,0.135146,1.02142,-0.192132,0.287528,11.9958,-0.023399,-0.465463,1.91197,2019-07-04,000010.XSHE,True,-1.42166,26.713709999999995,-1.42166,0.14285714285714285,-1.42166,11.9958,11.9958,0.050067,7.399405087830939,-0.192132,0.050067,15.838221263606167,-1.1061487820964566,-0.192132,-1.2374415055441477,4.758148365953663,-109.766999,8.90457,4.840904976423148,-1.1061655591579955
0.233129,0.146998,355.17198897370656,0.233129,0.001634,0.004524,221.063,1.50301,0.018246,0.252984,988.857,824.0608850325381,1.43388,1.67998,0.08740829479613733,0.272058,1.49698,1.66357,0.364057,0.609785,2.68184,-0.034527,0.132622,0.301647,0.993657,0.070323,0.041183,91.2885,-0.012611,0.439658,1.12071,2019-07-04,000011.XSHE,True,0.233129,26.713709999999995,0.233129,0.751984126984127,0.233129,91.2885,91.2885,0.018246,3.3151332517810554,0.070323,0.018246,15.838221263606167,0.3730961018088498,0.070323,0.4173474944558522,4.758148365953663,-109.59854099999998,8.90457,4.840904976423148,0.3730725230239789
0.21185,-0.013927,355.17198897370656,0.21185,0.040798,0.003009,232.378,-0.0031986160164271128,0.1204555703285421,0.009838,691.2386070106762,824.0608850325381,-0.77307,1.2530290142348754,0.00344,0.12321555916473319,13.0679,0.9468833570613735,13.732010818030842,0.09186,1.9940820374172945,0.017277,-0.012912,0.034323,0.999586,0.007271,0.301248,23.6221,0.016218,-0.376186,1.0551518229523156,2019-07-03,000001.XSHE,True,0.21185,26.713709999999995,0.21185,0.6488095238095238,0.21185,23.6221,23.6221,0.1204555703285421,29.134982373335664,0.007271,0.1204555703285421,15.838221263606167,0.35407443083773443,0.007271,0.3960684944558522,4.758148365953663,-108.54445399999999,8.90457,4.840904976423148,0.35405093951650446
0.160832,0.023084,355.17198897370656,0.160832,-0.032965,0.008845,9.48188,0.08759,0.025262,0.079502,1421.09,824.0608850325381,0.546433,0.461109,0.003274,0.377523,8.34634,0.349759,0.253327,0.348264,1.15937,-0.022579,0.022344,0.20322,1.00235,0.032684,0.034838,17.2152,-0.020314,0.10995,1.25764,2019-07-03,000002.XSHE,True,0.160832,26.71371,0.160832,0.5496031746031746,0.160832,17.2152,17.2152,0.025262,4.920775514221041,0.032684,0.025262,15.838221263606167,0.3084685466512424,0.032684,0.3450504944558522,4.758148365953663,-108.616751,8.90457,4.840904976423148,0.3084452650306576
-0.050245,-0.033761,355.17198897370656,-0.050245,-0.02440858726899384,0.005992,109.225,0.138951,0.742156,0.017476,691.2386070106762,824.0608850325381,1.46768,1.2530290142348754,0.08740829479613733,0.000449,0.230603,4.39707,13.732010818030842,-1.66484,4.53566,-0.068887,-0.360858,2.46833,1.07806,-0.124021,0.057548,139.556,0.15009,-0.146195,1.00749,2019-07-03,000004.XSHE,True,-0.050245,26.71371,-0.050245,0.251984126984127,-0.050245,139.556,139.556,0.742156,0.40513221489833207,-0.124021,0.742156,15.838221263606167,0.11978311765692329,-0.124021,0.13397349445585216,4.758148365953663,-108.878846,8.904570000000001,4.840904976423148,0.11976070363175738
0.294045,-0.005977,362.437,0.294045,-0.02440858726899384,0.010685,1637.94,-0.279421,0.027074,0.015347,529.575,824.0608850325381,0.431336,0.849119,0.09855,0.002792,0.945168,0.764173,0.67979,0.605288,1.17939,0.052719,-0.009221,0.141506,0.992217,0.041609,0.183211,49.4977,0.050673,-0.065163,0.797407,2019-07-03,000005.XSHE,True,0.294045,26.71371,0.294045,0.8511904761904762,0.294045,49.4977,49.4977,0.027074,7.066838155272568,0.041609,0.027074,15.838221263606169,0.4275499816376229,0.041609,0.47826349445585215,4.758148365953663,-108.745633,8.904570000000001,4.840904976423148,0.42752615246809367
0.3083,0.137775,355.17198897370656,0.3083,-0.02440858726899384,0.000769,998.385,0.317892,0.016063,0.056335,1674.6,824.0608850325381,2.6855,0.763586,0.08740829479613733,0.194716,1.17141,0.670187,0.214977,-0.185316,1.94359,-0.040649,0.113336,0.174061,0.994509,0.053663,0.055486,615.344,-0.022671,0.651129,1.55719,2019-07-03,000006.XSHE,True,0.3083,26.71371,0.3083,0.9503968253968254,0.3083,615.344,615.344,0.016063,5.74511234567192,0.053663,0.016063,15.838221263606167,0.4402927759274509,0.053663,0.49251849445585216,4.758148365953663,-108.38708799999999,8.90457,4.840904976423148,0.4402688881652152
-4.38162,0.004536,355.17198897370656,-4.38162,-0.02440858726899384,0.16591,57.7497,-0.029859,0.1204555703285421,0.02591,2.84432,824.0608850325381,-0.334162,3.1521,0.000693,0.059036,0.967586,0.465466,126.568,-15.2613,3.15459,0.077106,0.029333,0.103435,0.999898,-0.453213,0.654961,3.08951,0.072837,0.283592,1.01447,2019-07-03,000007.XSHE,True,-4.38162,26.71371,-4.38162,0.05357142857142857,-4.38162,3.08951,3.08951,0.1204555703285421,9.667907381447286,-0.453213,0.1204555703285421,15.838221263606167,-3.7521088933640265,-0.453213,-4.197401505544148,4.758148365953663,-113.06275299999999,8.90457,4.840904976423148,-3.7521135040230864
0.128413,-0.024881,308.25,0.128413,-0.02440858726899384,0.032179,1642.0,-0.03609,0.096205,0.012643,201.901,612.401,-1.03533,1.75002,0.367223,0.025889,0.422695,1.37668,1.78305,-0.583583,2.02252,-0.059873,-0.030779,0.253437,0.941085,0.032544,0.155461,21.9243,-0.047883,-0.121448,0.827411,2019-07-03,000008.XSHE,True,0.128413,26.713710000000003,0.128413,0.45436507936507936,0.128413,21.9243,21.9243,0.096205,3.945753777072803,0.032544,0.096205,15.838221263606167,0.27948863447432676,0.032544,0.31263149445585214,4.758148365953663,-113.24264,8.90457,4.840904976423148,0.27946548610642163
0.064402,0.108749,136.584,0.064671,0.021487,0.180172,649.792,0.0323,0.097126,0.032026,465.306,627.754,3.12367,0.848012,0.054977,0.380549,3.72605,0.762121,0.773684,2.33184,1.65969,0.022902,0.098896,0.39765,0.984901,0.025716,0.06991,1.90547,0.017555,0.248701,0.895276,2019-07-03,000009.XSHE,True,0.064671,26.713710000000006,0.064671,0.35119047619047616,0.064671,1.90547,1.90547,0.097126,2.514774299006664,0.025716,0.097126,15.838221263606167,0.22226807991198522,0.025716,0.24888949445585218,4.758148365953663,-108.79634899999999,8.904569999999998,4.840904976423148,0.22248565735819853
-1.42166,-0.040765,750.932,-1.42166,-0.02440858726899384,0.02019,2477.19,5.81077,0.050067,0.005409,1279.74,1899.04,0.317418,0.607612,0.061996,0.026042,6.16286,0.547927,0.281306,-0.394717,1.12533,-0.023504,-0.062906,0.135146,1.02142,-0.192132,0.287528,11.9958,-0.023399,-0.465463,1.91197,2019-07-03,000010.XSHE,True,-1.42166,26.713709999999995,-1.42166,0.14484126984126985,-1.42166,11.9958,11.9958,0.050067,7.399405087830939,-0.192132,0.050067,15.838221263606167,-1.1061487820964566,-0.192132,-1.2374415055441477,4.758148365953663,-110.34642199999999,8.90457,4.840904976423148,-1.1061655591579955
0.233129,0.151712,355.17198897370656,0.233129,0.001634,0.004524,221.063,1.50301,0.018246,0.252984,988.857,824.0608850325381,1.43388,1.67998,0.08740829479613733,0.280359,1.49698,1.66357,0.364057,0.609785,2.68184,-0.034527,0.132622,0.301647,0.993657,0.070323,0.041183,91.2885,-0.012611,0.439658,1.12071,2019-07-03,000011.XSHE,True,0.233129,26.713709999999995,0.233129,0.751984126984127,0.233129,91.2885,91.2885,0.018246,3.3151332517810554,0.070323,0.018246,15.838221263606167,0.3730961018088498,0.070323,0.4173474944558522,4.758148365953663,-110.17796399999999,8.90457,4.840904976423148,0.3730725230239789
0.21185,-0.013914,355.17198897370656,0.21185,0.040798,0.003009,232.378,-0.0031986160164271128,0.1204555703285421,0.009838,691.2386070106762,824.0608850325381,-0.77307,1.2530290142348754,0.00344,0.12321555916473319,13.0679,0.9468833570613735,13.732010818030842,0.09186,1.9940820374172945,0.017277,-0.012912,0.034323,0.999586,0.007271,0.301248,23.6221,0.016218,-0.376186,1.0551518229523156,2019-07-02,000001.XSHE,True,0.21185,26.713709999999995,0.21185,0.6488095238095238,0.21185,23.6221,23.6221,0.1204555703285421,29.134982373335664,0.007271,0.1204555703285421,15.838221263606167,0.35407443083773443,0.007271,0.3960684944558522,4.758148365953663,-109.123877,8.90457,4.840904976423148,0.35405093951650446
0.160832,0.023138,355.17198897370656,0.160832,-0.032965,0.008845,9.48188,0.08759,0.025262,0.079502,1421.09,824.0608850325381,0.546433,0.461109,0.003274,0.380037,8.34634,0.349759,0.253327,0.348264,1.15937,-0.022579,0.022344,0.20322,1.00235,0.032684,0.034838,17.2152,-0.020314,0.10995,1.25764,2019-07-02,000002.XSHE,True,0.160832,26.71371,0.160832,0.5496031746031746,0.160832,17.2152,17.2152,0.025262,4.920775514221041,0.032684,0.025262,15.838221263606167,0.3084685466512424,0.032684,0.3450504944558522,4.758148365953663,-109.196174,8.90457,4.840904976423148,0.3084452650306576
-0.050245,-0.032648,355.17198897370656,-0.050245,-0.02440858726899384,0.005992,109.225,0.138951,0.742156,0.017476,691.2386070106762,824.0608850325381,1.46768,1.2530290142348754,0.08740829479613733,0.000434,0.230603,4.39707,13.732010818030842,-1.66484,4.53566,-0.068887,-0.360858,2.46833,1.07806,-0.124021,0.057548,139.556,0.15009,-0.146195,1.00749,2019-07-02,000004.XSHE,True,-0.050245,26.71371,-0.050245,0.251984126984127,-0.050245,139.556,139.556,0.742156,0.40513221489833207,-0.124021,0.742156,15.838221263606167,0.11978311765692329,-0.124021,0.13397349445585216,4.758148365953663,-109.458269,8.904570000000001,4.840904976423148,0.11976070363175738
0.294045,-0.005991,362.437,0.294045,-0.02440858726899384,0.010685,1637.94,-0.279421,0.027074,0.015347,529.575,824.0608850325381,0.431336,0.849119,0.09855,0.002801,0.945168,0.764173,0.67979,0.605288,1.17939,0.052719,-0.009221,0.141506,0.992217,0.041609,0.183211,49.4977,0.050673,-0.065163,0.797407,2019-07-02,000005.XSHE,True,0.294045,26.71371,0.294045,0.8511904761904762,0.294045,49.4977,49.4977,0.027074,7.066838155272568,0.041609,0.027074,15.838221263606167,0.4275499816376229,0.041609,0.47826349445585215,4.758148365953663,-109.325056,8.904570000000001,4.840904976423148,0.42752615246809367
